icao24,dt_s,dist_km,speed_ms,climb_ms,is_fake
4bc8c7,28.0,4.756,169.86,-7.35,0
a06a09,19.0,4.224,222.3,0.0,0
4cac79,10.0,1.068,106.82,-6.86,0
a22432,30.0,1.607,53.56,0.0,0
8015bc,9.0,1.538,170.83,8.47,0
738064,30.0,6.863,228.77,0.0,0
fake3139,15.0,3.129,208.61,57.37,1
801415,17.0,37.017,2177.49,0.0,0
407180,27.0,0.017,0.62,0.0,0
4d23e1,28.0,5.618,200.63,16.33,0
acf906,20.0,4.219,210.94,0.0,0
a8c759,28.0,6.868,245.28,0.0,0
398570,18.0,4.028,223.77,6.77,0
7c2920,27.0,0.158,5.84,0.0,0
a24a16,24.0,3.504,146.01,0.0,0
a857f2,23.0,3.788,164.71,0.0,0
fake7013,25.0,4.812,192.48,67.33,1
4ca960,29.0,7.07,243.81,0.0,0
3c7438,20.0,3.126,156.3,-10.67,0
a76154,32.0,7.195,224.84,0.0,0
801629,24.0,3.086,128.59,-0.32,0
88516c,10.0,1.916,191.56,-11.43,0
aca71f,20.0,2.646,132.31,-4.57,0
00b097,31.0,6.972,224.9,10.32,0
c05858,20.0,1.659,82.93,-4.19,0
4ca9a9,10.0,0.179,17.94,1.52,0
7c52fb,34.0,2.385,70.14,8.52,0
a5cc3c,11.0,0.0,0.0,0.0,0
fake1025,20.0,7.685,384.27,0.04,1
80177b,31.0,6.793,219.13,-7.37,0
ab6737,20.0,5.647,282.35,-0.76,0
c01fb9,31.0,8.496,274.08,0.0,0
a3e525,19.0,1.973,103.86,3.21,0
a33325,10.0,2.129,212.89,-4.57,0
a69894,23.0,0.0,0.0,0.0,0
ad0799,20.0,3.182,159.12,-4.95,0
345699,20.0,5.113,255.64,-0.38,0
fake7692,15.0,5.21,347.3,-4.42,1
abb930,31.0,7.644,246.57,0.0,0
4cac54,32.0,0.0,0.0,0.0,0
fake1601,25.0,8.964,358.57,0.38,1
a4df56,27.0,6.493,240.47,0.0,0
fake9300,20.0,4.354,217.71,55.03,1
502d0f,28.0,3.83,136.79,12.52,0
471da8,20.0,4.394,219.68,0.0,0
fake7534,25.0,354.486,14179.45,4.16,1
4d00d4,30.0,4.178,139.26,6.86,0
4070e4,31.0,2.419,78.04,13.52,0
040151,21.0,4.752,226.29,7.98,0
3c6744,10.0,0.083,8.34,0.0,0
fake6120,25.0,10.289,411.57,4.73,1
fake8437,15.0,3.31,220.65,52.73,1
45caaf,10.0,1.129,112.92,3.05,0
fake4675,25.0,9.352,374.09,1.76,1
ad7b17,24.0,5.5,229.17,0.0,0
a7e4b6,29.0,1.671,57.62,1.05,0
aaf251,10.0,1.345,134.51,0.0,0
aca01a,28.0,6.45,230.36,0.0,0
a56a18,10.0,2.247,224.66,12.19,0
4bb18b,32.0,7.769,242.78,-0.24,0
71c553,24.0,0.98,40.82,0.0,0
781c2a,30.0,3.492,116.39,-1.78,0
fake1691,25.0,9.215,368.58,-4.8,1
c078b2,24.0,6.022,250.92,0.0,0
84c43e,30.0,8.267,275.56,-13.72,0
7c6d2f,32.0,6.804,212.64,11.19,0
3c6446,11.0,0.066,6.01,0.0,0
a4200d,32.0,5.891,184.1,13.57,0
4b161a,20.0,4.298,214.92,-0.38,0
fake6739,20.0,6.969,348.45,2.85,1
fake4681,15.0,265.362,17690.8,-3.83,1
4bb26a,9.0,2.286,253.98,0.0,0
7817b4,19.0,1.821,95.87,0.0,0
fake5534,15.0,219.541,14636.08,4.23,1
3c64ac,32.0,8.624,269.5,0.24,0
71c504,29.0,0.212,7.32,0.0,0
7c7aac,32.0,5.041,157.52,-6.19,0
fake4362,25.0,4.592,183.69,152.76,1
8840f8,20.0,4.661,233.03,0.38,0
a84d25,28.0,6.496,231.98,0.0,0
7c7d1a,28.0,1.197,42.74,-2.18,0
7c6d78,20.0,0.0,0.0,0.0,0
a4ce24,10.0,0.688,68.82,0.0,0
fake2057,25.0,294.001,11760.04,-1.14,1
4952cb,30.0,6.34,211.34,0.0,0
ac6645,28.0,7.064,252.27,0.0,0
780a8f,147.0,29.516,200.79,2.8,0
4ca622,28.0,5.193,185.46,-2.99,0
7c4f1f,20.0,3.107,155.34,0.0,0
abf66c,32.0,8.724,272.63,-0.24,0
4d21ea,32.0,0.014,0.44,0.0,0
a202a1,20.0,0.0,0.0,0.0,0
3c6917,32.0,5.927,185.22,10.48,0
fake6859,25.0,5.603,224.12,141.84,1
485789,11.0,2.831,257.4,0.0,0
00b230,10.0,1.251,125.13,-6.86,0
a39dca,32.0,7.307,228.34,-0.24,0
346613,10.0,2.148,214.84,0.76,0
899131,23.0,2.987,129.87,-2.32,0
48c1a2,28.0,6.585,235.17,0.0,0
4cadbe,19.0,4.147,218.24,0.0,0
ae681e,20.0,3.944,197.18,-5.33,0
440d10,31.0,6.919,223.2,0.0,0
c078bf,24.0,5.699,237.46,0.0,0
407f96,19.0,0.097,5.11,0.0,0
407177,20.0,3.254,162.72,4.95,0
4864eb,24.0,3.747,156.14,-7.3,0
45d065,32.0,6.142,191.95,10.72,0
89910b,20.0,3.964,198.21,4.57,0
3c458e,31.0,8.156,263.11,0.0,0
3c6427,10.0,2.535,253.52,0.0,0
400775,20.0,4.317,215.86,-7.24,0
a1dbd3,20.0,2.903,145.15,0.38,0
fake5956,20.0,3.682,184.12,186.6,1
4401e2,20.0,1.33,66.5,-3.43,0
4caf1f,25.0,5.607,224.28,0.0,0
ab89c3,31.0,2.017,65.06,0.25,0
0d10e4,5.0,0.0,0.0,0.0,0
4ca84d,27.0,6.482,240.08,0.0,0
7c67b5,19.0,4.773,251.2,0.0,0
151e8d,31.0,3.948,127.35,-5.9,0
479d40,27.0,5.97,221.09,7.34,0
4caa61,19.0,4.223,222.28,0.0,0
ab6380,30.0,8.392,279.73,0.0,0
0d0f8f,32.0,7.374,230.45,0.0,0
485871,116.0,0.176,1.51,0.0,0
471fa4,30.0,6.595,219.82,-0.25,0
7c6d7c,10.0,1.57,156.97,-3.05,0
471f36,10.0,1.527,152.73,0.0,0
86d607,30.0,6.895,229.82,3.81,0
48c123,19.0,4.288,225.7,0.0,0
4841a6,10.0,2.493,249.27,0.0,0
fake4122,15.0,3.222,214.77,211.24,1
00b017,20.0,3.826,191.28,13.72,0
4081bf,19.0,2.535,133.42,14.04,0
46d0a3,30.0,6.623,220.76,-0.25,0
a4ce43,20.0,0.987,49.37,-1.14,0
c078c2,9.0,2.859,317.62,0.0,0
48c2ab,27.0,6.031,223.38,0.0,0
4d2258,30.0,6.075,202.49,0.0,0
fake1193,25.0,202.688,8107.52,0.81,1
ad4a1d,28.0,1.09,38.92,0.0,0
fake3617,15.0,392.69,26179.37,-3.72,1
4cadda,30.0,4.843,161.43,10.16,0
346186,10.0,1.505,150.5,18.29,0
a5b764,30.0,6.545,218.18,0.0,0
ad5817,29.0,6.505,224.31,11.82,0
ab2f9d,32.0,1.718,53.7,-0.48,0
750586,19.0,3.919,206.26,7.22,0
4c0261,30.0,5.674,189.12,7.87,0
896306,32.0,7.526,235.19,0.0,0
a68ad4,19.0,4.495,236.59,0.0,0
fake3319,25.0,364.387,14575.49,-3.59,1
fake6992,15.0,3.412,227.44,40.42,1
7c3635,10.0,0.462,46.16,0.0,0
440209,28.0,6.998,249.94,-4.9,0
ad3fcd,29.0,1.548,53.39,0.79,0
89902b,35.0,8.174,233.55,0.0,0
a27aee,31.0,0.213,6.87,0.0,0
a64da4,19.0,0.634,33.39,0.4,0
0d0ea1,20.0,3.146,157.28,0.0,0
39856b,31.0,6.096,196.64,6.64,0
abb5e2,31.0,5.388,173.82,5.41,0
300a85,10.0,2.029,202.85,-9.91,0
78929b,24.0,6.603,275.12,0.0,0
4ca73d,30.0,6.446,214.87,0.0,0
ac0f26,18.0,4.174,231.9,0.0,0
ac5723,24.0,5.607,233.64,0.0,0
01025b,20.0,4.941,247.05,-13.33,0
a114f4,32.0,6.531,204.09,0.24,0
a8d4ad,10.0,2.344,234.43,0.0,0
a12ac1,10.0,2.153,215.3,-13.72,0
0c2084,32.0,7.209,225.27,4.76,0
c820b6,10.0,2.38,238.02,5.33,0
a5a10a,30.0,7.129,237.64,0.25,0
7c3581,20.0,1.338,66.88,0.38,0
fake5780,25.0,306.079,12243.17,-2.13,1
a657b4,26.0,1.773,68.2,0.0,0
a3bef2,32.0,3.119,97.47,0.0,0
a72841,28.0,2.627,93.81,0.0,0
fake8355,15.0,3.276,218.39,44.4,1
801800,10.0,2.47,247.02,6.1,0
fake5966,20.0,7.553,377.64,4.68,1
885302,34.0,8.166,240.17,0.0,0
fake8824,15.0,367.853,24523.52,4.44,1
a3c662,31.0,6.794,219.15,-5.65,0
3c65c3,27.0,6.161,228.2,-7.62,0
7c6ded,31.0,4.07,131.27,-7.37,0
39d30f,27.0,5.719,211.8,0.0,0
fake7077,20.0,4.275,213.76,41.99,1
fake3562,25.0,240.176,9607.06,-2.11,1
fake1674,20.0,7.365,368.25,1.67,1
a2edb4,16.0,3.109,194.3,-10.95,0
4d221e,20.0,4.353,217.64,-12.19,0
88821d,21.0,4.835,230.23,-0.36,0
4d225d,19.0,5.062,266.43,0.0,0
a6d3c2,10.0,2.224,222.4,0.0,0
3465d9,32.0,6.571,205.35,-5.48,0
fake8976,25.0,5.68,227.21,53.98,1
4d2159,10.0,2.386,238.6,0.0,0
479227,10.0,1.876,187.61,5.33,0
87453a,19.0,5.873,309.1,-0.4,0
fake4678,20.0,3.898,194.9,67.48,1
471eff,88.0,13.095,148.81,12.64,0
4952cc,19.0,4.14,217.9,-0.4,0
4bb855,10.0,2.457,245.69,0.0,0
fake7607,20.0,7.409,370.46,2.09,1
4ca850,20.0,5.268,263.39,0.0,0
a4bf95,28.0,7.346,262.35,0.0,0
7c42b9,21.0,0.86,40.94,1.09,0
4cadf9,10.0,2.261,226.09,0.0,0
75021b,31.0,6.874,221.73,7.87,0
7c6d99,27.0,6.939,257.01,0.0,0
344156,10.0,2.045,204.49,-4.57,0
ae535d,246.0,1.019,4.14,-0.34,0
ad52e1,31.0,2.881,92.94,-3.69,0
fake2035,15.0,2.947,196.43,218.48,1
471daf,24.0,3.627,151.12,-6.35,0
4ca73d,20.0,4.312,215.6,0.0,0
e48ffb,10.0,2.639,263.86,0.0,0
a0c3fc,28.0,6.953,248.34,-0.27,0
3c4b34,32.0,7.803,243.84,0.0,0
fake8273,15.0,3.199,213.23,157.78,1
39de46,20.0,4.043,202.14,-4.95,0
abf8ff,27.0,5.843,216.42,0.0,0
8a0a1e,19.0,3.117,164.07,0.0,0
89671d,24.0,4.559,189.97,0.0,0
781684,24.0,5.14,214.15,0.0,0
fake4119,25.0,5.492,219.67,234.08,1
acc1eb,30.0,7.108,236.93,0.0,0
801590,28.0,5.914,211.22,0.27,0
71c587,27.0,5.529,204.77,-2.26,0
780a89,32.0,8.363,261.33,0.0,0
4ab565,30.0,4.619,153.96,0.0,0
a6b7f0,28.0,2.574,91.92,9.25,0
7c6d37,28.0,0.125,4.47,0.0,0
896311,32.0,7.969,249.02,0.0,0
c06c53,30.0,4.728,157.6,8.64,0
8a074e,20.0,4.338,216.92,-0.38,0
461f6a,30.0,0.0,0.0,0.0,0
49d04d,28.0,2.735,97.69,9.8,0
46b8a6,20.0,0.0,0.0,0.0,0
884203,32.0,7.557,236.15,0.0,0
a9a449,217.0,16.289,75.07,-0.11,0
fake9390,15.0,176.35,11756.67,-0.97,1
7c0adf,30.0,1.949,64.97,0.0,0
a62fd1,31.0,3.03,97.75,13.03,0
89909d,25.0,4.854,194.18,0.0,0
fake5280,20.0,4.762,238.11,60.47,1
a14d78,33.0,6.359,192.69,-8.54,0
896191,10.0,2.353,235.27,0.0,0
881425,20.0,3.767,188.34,9.91,0
49d3fa,28.0,5.985,213.75,7.35,0
fake3247,20.0,233.254,11662.71,-1.52,1
440389,20.0,4.292,214.61,0.0,0
a38641,24.0,5.431,226.3,0.0,0
fake1580,15.0,4.907,327.16,3.84,1
7c0405,27.0,5.723,211.98,-12.14,0
a0e9a9,32.0,1.933,60.4,-0.48,0
601829,20.0,4.803,240.13,0.0,0
4d23a4,24.0,4.553,189.7,-4.76,0
0c21de,25.0,5.42,216.8,-11.89,0
a71db6,32.0,4.591,143.46,-5.0,0
600851,20.0,0.0,0.0,0.0,0
4ba9cd,20.0,4.366,218.29,0.0,0
8007cd,24.0,5.473,228.03,5.71,0
a245b7,19.0,4.542,239.04,0.0,0
4ca303,32.0,6.861,214.4,0.0,0
aaffed,16.0,4.459,278.67,4.29,0
7c52fb,127.0,0.981,7.72,0.0,0
34620b,28.0,6.78,242.13,-5.17,0
a57719,9.0,2.738,304.24,0.0,0
4d2101,31.0,7.479,241.27,0.25,0
a9707e,32.0,3.687,115.22,-0.24,0
a8c763,10.0,0.513,51.34,0.0,0
86837c,30.0,7.714,257.13,0.25,0
ace5bd,29.0,5.876,202.61,0.0,0
ad2efa,19.0,1.233,64.89,-3.61,0
4ba919,27.0,6.659,246.64,0.0,0
7020a9,30.0,4.109,136.98,-0.25,0
71c226,24.0,6.096,253.99,0.0,0
4d201f,10.0,2.331,233.05,0.0,0
4aca0b,10.0,2.546,254.57,0.0,0
7c7ab5,32.0,5.079,158.73,-8.57,0
3d4b18,30.0,2.289,76.31,0.0,0
471f77,10.0,2.597,259.73,0.0,0
a2afeb,20.0,4.526,226.29,0.0,0
393323,30.0,6.028,200.95,5.33,0
06a2e9,20.0,4.072,203.61,-6.48,0
34260e,28.0,4.332,154.72,-8.44,0
fake3606,15.0,3.386,225.77,66.06,1
fake1637,15.0,354.813,23654.21,-3.38,1
a5d648,32.0,6.162,192.56,8.33,0
4ca6a6,30.0,7.463,248.76,-0.25,0
fake6791,20.0,3.71,185.48,212.22,1
78071d,10.0,3.35,334.96,0.76,0
abf949,30.0,7.102,236.73,-9.91,0
fake7610,20.0,3.993,199.65,231.26,1
a7333e,28.0,5.94,212.15,10.07,0
86d61c,3.0,0.029,9.56,0.0,0
846491,32.0,2.191,68.46,0.0,0
ac54b1,10.0,0.0,0.0,0.0,0
a7d5e8,20.0,1.428,71.42,-1.14,0
fake2435,15.0,172.409,11493.97,-4.84,1
ac2859,20.0,4.674,233.69,-12.95,0
47878d,27.0,5.333,197.51,9.31,0
ac37bd,20.0,1.579,78.95,-4.57,0
ab249e,6.0,0.0,0.0,0.0,0
a562e8,28.0,6.347,226.69,0.0,0
4cae65,27.0,6.069,224.79,0.0,0
a124d4,10.0,1.397,139.66,-2.29,0
3c79b7,30.0,6.943,231.44,0.25,0
48455d,31.0,5.762,185.86,13.77,0
3c66e5,10.0,2.214,221.36,0.0,0
fake7949,15.0,3.094,206.24,50.45,1
3c6523,32.0,6.823,213.22,-5.48,0
7c6de9,27.0,5.689,210.72,-0.28,0
440198,30.0,6.639,221.3,-5.33,0
fake9488,15.0,192.695,12846.34,-0.42,1
7c6b36,28.0,5.94,212.14,-0.27,0
484966,10.0,2.522,252.22,7.62,0
c02655,10.0,2.191,219.11,-4.57,0
fake5317,15.0,249.32,16621.32,0.24,1
fake5724,25.0,5.146,205.86,45.29,1
4ba869,20.0,1.791,89.54,-5.71,0
758584,26.0,5.784,222.46,3.52,0
485009,24.0,5.641,235.04,0.0,0
885315,23.0,5.23,227.39,5.3,0
780e78,31.0,5.116,165.04,0.0,0
00b017,30.0,4.679,155.97,12.95,0
a3f8b8,10.0,1.665,166.49,-4.57,0
fake6795,25.0,5.683,227.34,62.82,1
a0c581,10.0,1.254,125.35,-1.52,0
78140f,27.0,6.52,241.47,0.0,0
a70719,20.0,0.501,25.03,0.38,0
fake8533,25.0,8.821,352.85,4.14,1
7c49fb,32.0,4.101,128.16,-7.38,0
47a05e,32.0,6.79,212.2,0.0,0
ac1b21,28.0,6.339,226.38,0.0,0
abd30f,19.0,3.582,188.52,-0.4,0
fake6095,15.0,321.763,21450.87,0.94,1
3c55c8,27.0,4.507,166.93,15.24,0
847517,26.0,6.025,231.75,0.0,0
7caece,32.0,2.408,75.24,3.81,0
300394,19.0,3.91,205.78,-7.62,0
fake7825,20.0,4.174,208.71,179.56,1
fake6800,15.0,4.994,332.92,-0.77,1
fake1828,20.0,210.892,10544.61,-3.74,1
a105e8,32.0,5.932,185.38,8.33,0
a29982,10.0,0.527,52.71,0.0,0
06a158,11.0,0.0,0.0,11.08,0
461f63,31.0,0.0,0.0,0.0,0
c03261,32.0,7.408,231.51,0.0,0
841520,27.0,4.878,180.66,-5.08,0
fake5277,20.0,3.851,192.57,228.25,1
4b1a28,24.0,5.794,241.41,0.0,0
471db7,30.0,6.304,210.15,0.0,0
c06c9c,21.0,2.492,118.66,-2.18,0
508116,28.0,4.667,166.67,0.27,0
c03804,28.0,3.73,133.22,0.0,0
fake7265,15.0,6.29,419.32,2.28,1
a6049b,27.0,2.959,109.59,0.0,0
3c6662,21.0,3.579,170.45,8.35,0
fake6431,15.0,228.323,15221.56,4.02,1
345613,28.0,6.083,217.24,-12.79,0
398570,20.0,4.326,216.31,0.0,0
4ca892,32.0,7.709,240.9,0.0,0
fake7275,20.0,199.93,9996.51,-1.47,1
71be38,20.0,5.725,286.27,0.0,0
4b5da6,41.0,0.387,9.43,0.0,0
7c0ada,102.0,0.188,1.84,0.0,0
7c6d99,19.0,4.791,252.17,0.0,0
46b838,32.0,7.05,220.3,-0.48,0
ad7b17,27.0,6.153,227.89,0.0,0
4d2100,31.0,5.108,164.77,-5.16,0
33fddd,10.0,0.918,91.76,1.52,0
4ac9f9,20.0,3.566,178.3,-11.43,0
a68ff0,10.0,0.523,52.27,-0.76,0
39de43,20.0,4.097,204.87,0.0,0
7c7ab5,30.0,4.961,165.37,-8.89,0
471f5c,32.0,7.079,221.23,0.0,0
fake3563,25.0,5.919,236.78,124.7,1
ababb7,24.0,6.266,261.1,0.0,0
fake3753,25.0,8.268,330.74,2.96,1
845daa,30.0,7.691,256.36,-0.25,0
a0ed6e,10.0,2.346,234.65,0.0,0
4baa8f,20.0,4.423,221.14,6.1,0
4caf7e,30.0,0.0,0.0,0.0,0
4b934d,32.0,7.236,226.13,0.0,0
4ba91a,30.0,6.509,216.97,0.0,0
840caf,27.0,5.091,188.57,0.0,0
896214,265.0,67.717,255.53,2.62,0
7c2595,30.0,0.742,24.75,-0.25,0
4bb46d,31.0,4.388,141.54,-5.16,0
ad727c,30.0,8.262,275.39,0.0,0
4d2287,20.0,3.476,173.78,-3.43,0
861b64,23.0,1.308,56.87,0.0,0
4d2153,20.0,5.01,250.5,0.0,0
4bb26d,28.0,6.281,224.33,-0.27,0
3991e8,31.0,5.334,172.08,14.26,0
a8609f,30.0,5.838,194.59,0.0,0
344692,20.0,0.075,3.73,0.0,0
c06c6c,20.0,1.394,69.68,0.38,0
fake4737,25.0,5.41,216.4,162.35,1
ac25c4,20.0,4.256,212.79,-9.14,0
4baad5,20.0,2.852,142.6,13.72,0
392ae7,30.0,7.187,239.57,-0.25,0
4d200d,20.0,3.853,192.66,0.0,0
4bb573,32.0,7.7,240.62,0.0,0
801850,24.0,5.624,234.34,3.49,0
346193,30.0,6.464,215.48,0.0,0
4bb145,32.0,3.722,116.32,0.0,0
758584,9.0,2.027,225.23,0.0,0
40653a,10.0,2.258,225.8,0.0,0
461f6a,21.0,0.0,0.0,0.0,0
